time stamp,face id,anger,contempt,disgust,fear,joy,sadness,surprise,sentimentality,confusion,neutral,engagement,valence,attention,inner brow raise,brow raise,brow furrow,eye widen,cheek raise,lid tighten,nose wrinkle,upper lip raise,dimpler,lip corner depressor,chin raise,lip pucker,lip stretch,lip press,mouth open,jaw drop,lip suck,eye closure,smile,smirk,blink,blink rate,pitch,yaw,roll,brightness,interocular distance,topleft_x,topleft_y,bottomright_x,bottomright_y,outer_right_eye_X,outer_right_eye_Y,outer_left_eye_X,outer_left_eye_Y,nose_top_X,nose_top_Y,chin_top_X,chin_top_Y
75.091,0,0.04,0.02,0.04,12.96,0.02,0.17,8.40,1.49,0.02,74.07,88.22,0.00,98.27,35.49,83.07,0.00,2.60,0.01,0.02,0.00,0.00,0.00,1.49,0.00,0.00,0.00,0.00,35.32,1.49,0.00,0.00,0.00,0.02,0.00,0.00,1.06,-1.79,1.15,69.63,72.22,297.00,257.49,399.14,366.34,384.16,280.88,311.94,280.82,346.50,306.20,348.12,366.34,
75.321,0,0.08,0.02,0.10,19.02,0.02,0.11,8.75,1.05,0.02,61.95,98.39,0.00,98.52,28.52,88.93,0.00,4.80,0.01,0.02,0.00,0.00,0.00,1.05,0.00,0.00,0.00,0.00,55.55,1.48,0.00,0.00,0.00,0.02,0.00,0.00,0.88,-1.02,1.19,69.96,71.93,296.72,257.14,399.39,366.47,383.96,280.86,312.03,280.41,346.93,306.17,348.16,366.47,
75.389,0,0.08,0.02,0.06,31.19,0.02,0.16,20.62,1.54,0.05,43.81,97.14,0.00,98.41,37.02,91.95,0.00,16.77,0.02,0.05,0.00,0.00,0.00,1.54,0.00,0.00,0.00,0.00,45.27,1.91,0.00,0.00,0.00,0.03,0.00,0.00,2.38,-1.36,1.43,69.89,71.37,296.26,256.05,400.19,366.65,383.72,280.94,312.36,279.39,346.91,305.09,348.59,366.65,
75.455,0,0.09,0.02,0.05,38.01,0.02,0.17,28.04,1.39,0.09,36.99,96.91,0.00,98.25,38.85,92.07,0.01,23.27,0.03,0.09,0.00,0.00,0.00,1.39,0.00,0.00,0.00,0.00,44.15,3.19,0.00,0.00,0.00,0.03,0.00,0.00,0.20,-1.85,1.49,69.30,71.07,296.07,255.36,400.60,366.67,383.66,279.47,312.59,278.80,346.74,305.54,348.75,366.67,
75.660,0,0.12,0.02,0.04,28.49,0.02,0.10,24.99,1.59,0.22,46.51,88.37,0.00,98.18,26.69,88.96,0.01,32.48,0.04,0.22,0.01,0.00,0.00,1.59,0.00,0.00,0.00,0.00,29.61,5.49,0.00,0.00,0.00,0.02,0.00,0.00,3.30,-2.06,1.13,69.49,70.51,295.81,255.34,399.94,366.86,383.12,279.65,312.61,279.01,346.20,304.09,347.89,366.86,
75.727,0,0.09,0.02,0.05,14.25,0.02,0.07,11.28,1.38,0.12,71.50,87.15,0.00,98.76,16.85,87.60,0.01,19.98,0.03,0.12,0.00,0.00,0.00,1.38,0.00,0.00,0.00,0.00,29.55,6.08,0.00,0.00,0.00,0.01,0.00,0.00,3.23,0.12,1.90,69.88,71.20,295.37,255.44,399.61,366.58,382.63,280.07,311.44,279.32,346.99,304.30,348.40,366.58,
75.982,0,0.04,0.02,0.04,12.08,0.02,0.09,11.95,0.93,0.04,75.84,85.50,0.00,98.70,24.67,91.13,0.00,8.40,0.02,0.04,0.00,0.00,0.00,0.93,0.00,0.00,0.00,0.00,24.28,7.86,0.00,0.00,0.01,0.02,0.00,0.00,1.76,-0.35,1.32,69.75,71.98,295.59,255.63,399.55,366.39,383.43,279.96,311.45,279.16,346.83,304.92,347.84,366.39,
76.048,0,0.04,0.02,0.03,7.45,0.02,0.10,6.73,1.21,0.04,85.10,66.96,0.00,98.47,24.23,82.40,0.00,4.97,0.02,0.04,0.01,0.00,0.00,1.21,0.01,0.00,0.00,0.00,19.72,5.31,0.00,0.00,0.00,0.02,0.00,0.00,1.97,-1.19,0.73,69.49,71.92,296.40,255.70,399.24,365.50,383.98,279.63,312.06,278.95,346.62,304.37,347.41,365.50,
76.120,0,0.04,0.03,0.03,5.89,0.02,0.10,5.67,1.20,0.04,88.21,50.24,0.00,98.02,22.67,78.90,0.00,5.49,0.01,0.04,0.01,0.00,0.00,1.20,0.00,0.00,0.00,0.00,14.56,5.45,0.00,0.00,0.00,0.01,0.00,0.00,5.22,-2.48,0.69,69.26,71.43,297.03,255.32,399.60,365.26,384.27,279.43,312.84,279.12,346.40,302.61,347.84,365.26,
76.214,0,0.03,0.03,0.02,4.74,0.02,0.10,4.36,1.58,0.06,90.53,43.21,0.00,98.67,22.03,78.75,0.00,2.06,0.01,0.06,0.01,0.00,0.00,1.58,0.00,0.00,0.00,0.00,11.18,3.06,0.00,0.05,0.00,0.02,0.00,0.00,2.67,-0.47,0.95,70.03,71.32,296.91,256.13,398.96,365.07,383.67,280.04,312.35,279.34,347.15,304.16,347.79,365.07,
76.440,0,0.03,0.03,0.02,3.73,0.02,0.09,3.34,2.01,0.08,92.54,37.43,0.00,98.57,18.39,78.84,0.00,0.31,0.01,0.08,0.02,0.00,0.00,2.01,0.00,0.00,0.00,0.00,8.10,1.68,0.00,0.00,0.00,0.03,0.00,0.00,0.03,-0.85,0.69,70.16,73.24,296.56,257.01,398.33,365.13,384.29,280.47,311.05,280.03,346.43,305.93,346.99,365.13,
76.576,0,0.03,0.03,0.02,3.13,0.02,0.08,2.81,2.70,0.03,93.74,28.19,0.00,98.52,15.62,77.20,0.01,1.26,0.01,0.03,0.01,0.00,0.00,2.70,0.02,0.00,0.00,0.00,4.49,0.86,0.00,0.00,0.00,0.02,0.00,0.00,-1.63,-0.99,0.64,69.70,71.81,296.74,257.05,398.55,365.16,383.80,280.17,311.99,279.85,346.57,306.63,347.14,365.16,
76.644,0,0.03,0.03,0.02,3.58,0.02,0.08,3.19,3.69,0.03,92.84,34.41,0.00,98.59,16.08,79.89,0.01,1.65,0.01,0.03,0.01,0.00,0.00,3.69,0.02,0.00,0.00,0.00,5.41,0.48,0.00,0.00,0.00,0.02,0.00,0.00,-1.39,-0.77,0.78,69.82,71.56,296.75,257.11,398.40,365.15,383.52,280.17,311.97,279.90,346.62,306.52,347.23,365.15,
76.796,0,0.03,0.02,0.02,4.60,0.02,0.08,4.36,3.96,0.03,90.80,45.57,0.00,98.63,16.49,86.13,0.01,2.84,0.01,0.03,0.01,0.00,0.00,3.96,0.02,0.00,0.00,0.00,4.99,0.42,0.00,0.00,0.00,0.02,0.00,0.00,-1.26,-0.62,0.90,69.78,71.33,296.74,257.05,398.62,365.38,383.45,280.04,312.12,280.02,346.81,306.52,347.47,365.38,
77.028,0,0.03,0.02,0.02,5.69,0.02,0.10,5.72,6.93,0.01,88.55,57.40,0.00,98.48,19.22,90.12,0.01,3.07,0.01,0.01,0.01,0.00,0.00,6.93,0.03,0.00,0.00,0.00,4.55,0.36,0.00,0.00,0.00,0.02,0.00,0.00,-0.42,-1.13,0.65,70.13,72.31,297.24,257.44,398.57,365.08,384.30,280.68,312.00,280.32,346.74,306.33,347.40,365.08,
77.095,0,0.03,0.02,0.02,4.60,0.02,0.15,4.57,11.87,0.01,90.80,56.06,0.00,98.50,20.61,84.49,0.00,1.70,0.01,0.00,0.01,0.00,0.00,11.87,0.06,0.00,0.00,0.00,3.15,0.27,0.00,0.00,0.00,0.02,0.00,0.00,0.26,-1.07,0.72,70.23,72.31,297.91,257.37,398.62,364.42,384.63,280.73,312.32,280.04,347.13,305.70,347.84,364.42,
77.161,0,0.02,0.02,0.02,4.53,0.02,0.17,4.61,12.81,0.01,90.78,56.84,0.00,98.58,22.07,83.95,0.00,1.04,0.01,0.00,0.01,0.00,0.00,12.81,0.04,0.00,0.00,0.00,2.17,0.21,0.00,0.00,0.00,0.02,0.00,0.00,2.15,-0.81,1.00,70.65,72.13,297.90,257.48,398.66,364.58,384.39,281.44,312.26,280.31,347.28,305.13,348.18,364.58,
77.346,0,0.04,0.04,0.02,1.72,0.02,0.19,1.39,14.47,0.08,96.56,22.29,0.00,98.37,14.47,63.03,0.00,0.08,0.01,0.01,0.08,0.00,0.00,14.77,0.01,0.00,0.00,0.00,1.78,0.21,0.00,29.25,0.00,0.03,0.00,0.00,4.63,1.51,1.68,70.62,72.97,298.26,257.88,398.35,364.38,384.43,281.54,311.46,281.50,348.62,304.28,349.02,364.38,
77.415,0,0.07,0.08,0.02,0.55,0.02,0.20,0.33,9.53,0.09,98.90,1.84,0.00,98.48,9.53,32.96,0.00,0.01,0.01,0.04,0.09,0.00,0.00,10.91,0.01,0.00,0.00,0.00,2.51,0.37,0.00,22.32,0.00,0.04,0.00,0.00,4.27,1.14,2.04,69.95,73.15,299.62,257.91,399.15,363.58,385.40,281.35,312.25,281.58,349.46,304.20,350.50,363.58,
77.561,0,0.08,0.11,0.02,0.41,0.02,0.19,0.23,4.42,0.03,99.19,0.50,0.00,97.33,11.99,21.52,0.00,0.00,0.01,0.03,0.01,0.00,0.00,4.42,0.00,0.00,0.00,0.00,2.31,0.60,0.00,84.52,0.00,0.05,0.00,0.00,3.53,4.02,4.82,69.04,73.29,304.42,262.84,403.00,366.89,388.13,284.43,314.94,288.32,355.31,308.89,358.04,366.89,
77.631,0,0.08,0.16,0.02,0.39,0.02,0.38,0.22,0.85,0.02,99.23,0.54,0.00,97.19,25.81,6.92,0.00,0.00,0.01,0.02,0.01,0.00,0.00,0.85,0.00,0.01,0.00,0.00,1.15,0.66,0.00,84.23,0.00,0.11,0.00,0.00,1.91,4.29,5.58,67.92,76.21,305.37,263.87,403.23,366.50,389.57,284.15,313.62,290.40,356.09,310.14,359.71,366.50,
77.709,0,0.06,0.19,0.01,0.52,0.02,0.74,0.32,0.34,0.01,98.53,1.37,0.00,97.61,39.60,2.32,0.00,0.00,0.02,0.01,0.01,0.00,0.04,0.34,0.00,0.01,0.00,0.01,0.51,0.58,0.00,72.38,0.00,0.18,0.00,0.00,0.50,3.45,6.71,66.63,72.76,307.87,265.62,404.59,367.35,389.21,284.45,316.87,292.26,357.39,311.84,362.63,367.35,
77.774,0,0.06,0.19,0.01,0.66,0.02,1.03,0.44,0.26,0.01,97.94,2.47,0.00,97.28,47.20,2.18,0.00,0.00,0.03,0.01,0.00,0.00,0.08,0.26,0.00,0.01,0.00,0.01,0.40,0.61,0.00,79.07,0.00,0.21,0.00,0.00,0.29,4.12,9.12,65.44,73.28,309.45,266.84,406.64,368.78,389.63,283.86,317.33,295.83,359.47,313.26,367.18,368.78,
77.991,0,0.03,0.20,0.01,2.36,0.02,6.08,2.19,0.04,0.04,87.83,38.92,-5.34,97.95,87.51,0.67,0.00,0.00,0.14,0.25,0.00,0.00,1.40,0.04,0.00,0.04,0.00,0.00,0.22,0.69,0.00,82.49,0.01,0.37,0.00,0.00,1.65,2.67,12.68,64.51,74.91,307.08,264.83,409.27,371.25,388.10,281.63,314.91,297.58,358.57,313.24,371.52,371.25,
78.156,0,0.04,0.20,0.01,1.88,0.02,4.62,1.63,0.04,0.04,90.77,27.46,-3.61,98.44,80.83,0.34,0.01,0.00,0.54,6.56,0.04,0.00,1.76,0.04,0.01,0.02,0.02,0.00,0.41,0.42,0.00,7.90,0.04,0.48,0.00,0.00,0.26,1.27,14.61,64.61,74.22,304.10,264.68,408.65,373.19,384.74,281.00,312.66,298.72,355.87,314.89,371.73,373.19,
78.229,0,0.05,0.20,0.01,1.24,0.02,2.60,0.95,0.05,0.05,94.80,11.85,-0.67,98.66,67.72,0.59,0.03,0.00,0.36,7.02,0.02,0.00,2.00,0.05,0.01,0.01,0.02,0.00,0.64,0.25,0.00,3.63,0.05,0.51,1.00,6.00,0.29,-0.51,14.95,64.74,74.21,301.73,265.64,406.06,374.48,381.85,280.45,310.36,300.35,352.36,315.93,369.47,374.48,
78.294,0,0.12,0.20,0.01,0.45,0.02,0.63,0.26,0.07,0.10,98.75,1.11,0.00,98.73,35.84,1.04,0.10,0.00,0.18,14.25,0.01,0.00,0.99,0.03,0.01,0.00,0.03,0.00,1.35,0.17,0.01,3.22,0.07,0.55,0.00,6.00,2.45,-0.25,16.26,65.04,73.60,300.66,264.58,406.49,374.61,380.54,280.46,309.62,300.16,352.13,314.72,370.56,374.61,
78.372,0,0.13,0.20,0.02,0.33,0.02,0.42,0.18,0.07,0.10,99.17,0.58,0.00,98.63,26.68,1.11,0.10,0.00,0.12,11.86,0.01,0.00,0.68,0.03,0.01,0.00,0.02,0.00,1.27,0.14,0.01,5.60,0.07,0.43,0.00,6.00,2.40,-0.63,16.59,65.15,74.00,298.67,264.50,405.20,375.23,378.80,280.19,307.66,300.58,350.26,315.04,369.35,375.23,
78.542,0,0.12,0.19,0.02,0.25,0.02,0.28,0.13,0.07,0.09,99.44,0.33,0.00,98.26,18.09,1.74,0.09,0.00,0.12,7.60,0.01,0.00,0.08,0.04,0.00,0.00,0.01,0.00,0.78,0.07,0.01,8.68,0.07,0.27,0.00,6.00,3.85,-1.83,16.74,65.53,73.79,295.56,265.21,402.12,376.29,375.50,280.80,304.68,301.56,346.49,315.35,366.34,376.29,
78.697,0,0.10,0.17,0.02,0.24,0.02,0.22,0.12,0.04,0.05,99.52,0.33,0.00,96.83,14.12,4.39,0.05,0.00,0.02,1.14,0.00,0.00,0.00,0.03,0.00,0.00,0.02,0.00,0.58,0.05,0.00,2.54,0.04,0.12,0.00,6.00,12.85,-4.91,22.07,65.61,75.57,288.79,264.78,393.66,372.36,363.99,277.03,295.16,308.21,336.97,311.23,364.53,372.36,
78.771,0,0.11,0.18,0.02,0.20,0.02,0.19,0.10,0.04,0.05,99.60,0.33,0.00,96.37,10.34,2.86,0.05,0.00,0.04,2.50,0.01,0.00,0.00,0.03,0.00,0.00,0.01,0.00,0.52,0.06,0.00,9.05,0.04,0.16,0.00,6.00,6.23,-5.61,21.09,65.77,72.10,290.22,264.78,393.87,371.34,364.67,277.12,297.99,304.56,337.60,313.38,363.47,371.34,
78.909,0,0.10,0.16,0.02,0.22,0.02,0.16,0.11,0.04,0.04,99.57,0.33,0.00,97.03,7.98,7.96,0.02,0.00,0.02,1.25,0.00,0.00,0.00,0.04,0.00,0.00,0.01,0.00,0.19,0.04,0.00,0.02,0.02,0.12,0.00,6.00,6.73,-4.57,23.70,66.40,71.93,287.69,261.11,393.04,368.56,361.22,273.85,295.26,302.52,336.38,310.20,364.62,368.56,
78.984,0,0.08,0.12,0.02,0.35,0.02,0.16,0.20,0.06,0.06,99.29,0.33,0.00,96.87,11.59,19.04,0.01,0.00,0.02,0.55,0.00,0.00,0.00,0.06,0.01,0.00,0.01,0.00,0.09,0.04,0.00,0.02,0.01,0.13,0.00,6.00,7.71,-4.84,23.02,66.48,72.31,287.63,259.70,393.93,368.98,362.21,272.60,295.71,301.01,336.65,308.82,364.41,368.98,
79.131,0,0.03,0.04,0.02,2.27,0.02,0.11,2.04,0.14,0.04,95.47,10.47,0.00,96.98,20.52,66.48,0.01,0.00,0.01,0.04,0.00,0.00,0.00,0.14,0.01,0.00,0.00,0.00,0.14,0.02,0.00,0.00,0.01,0.08,0.00,6.00,12.77,-4.65,18.71,66.90,72.31,284.86,253.88,391.35,365.60,362.62,268.94,294.51,293.24,334.22,300.73,357.19,365.60,
79.286,0,0.03,0.03,0.02,2.88,0.02,0.13,2.76,1.23,0.01,94.23,14.09,0.00,98.02,24.84,69.61,0.00,0.01,0.01,0.01,0.00,0.00,0.00,1.23,0.04,0.00,0.00,0.00,0.08,0.01,0.00,0.00,0.00,0.03,0.00,6.00,14.24,-2.50,16.76,67.96,71.03,288.37,253.38,392.88,364.27,366.21,269.68,298.23,290.26,338.01,298.31,357.44,364.27,
79.388,0,0.03,0.04,0.02,2.21,0.02,0.13,1.97,2.17,0.00,95.58,10.50,0.00,98.69,21.70,64.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.17,0.06,0.00,0.00,0.00,0.13,0.01,0.00,0.00,0.00,0.02,0.00,6.00,12.35,0.39,14.61,68.71,71.22,292.50,253.08,394.83,361.41,370.88,270.42,301.76,287.59,342.69,297.54,358.36,361.41,
79.473,0,0.03,0.04,0.02,1.77,0.02,0.13,1.49,6.74,0.00,96.45,13.06,0.00,98.50,16.44,63.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,6.74,0.04,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.01,0.00,6.00,12.66,1.07,12.38,69.64,70.92,296.75,253.25,397.36,360.44,375.60,271.09,306.26,285.94,346.58,296.73,359.32,360.44,
79.546,0,0.04,0.05,0.02,1.12,0.02,0.23,0.84,9.97,0.00,97.76,19.21,0.00,98.72,9.97,55.44,0.00,0.01,0.01,0.00,0.00,0.00,0.00,20.02,0.03,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.01,0.00,6.00,8.78,0.27,10.70,70.39,70.90,299.29,252.70,398.86,357.95,378.83,271.62,308.85,282.97,348.23,297.38,359.56,357.95,
79.611,0,0.05,0.06,0.02,0.91,0.02,0.33,0.64,10.22,0.00,98.19,16.28,0.00,98.41,10.22,48.72,0.00,0.00,0.01,0.00,0.00,0.00,0.00,24.23,0.03,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.01,0.00,6.00,8.12,-1.38,8.51,70.44,72.18,302.15,252.80,399.37,355.93,382.37,271.23,310.96,281.72,349.07,296.76,358.96,355.93,
79.792,0,0.07,0.08,0.02,0.48,0.02,0.89,0.29,6.26,0.00,98.22,19.00,-1.14,98.45,6.26,33.49,0.00,0.01,0.01,0.00,0.00,0.00,0.00,41.81,0.02,0.00,0.00,0.00,0.49,0.01,0.00,0.00,0.00,0.01,0.00,6.00,6.99,-1.23,6.10,70.22,70.93,303.99,252.59,400.26,355.09,384.66,271.87,314.14,279.47,350.67,296.47,357.58,355.09,
79.921,0,0.04,0.04,0.02,1.38,0.02,1.47,1.08,7.91,0.00,97.05,91.55,-7.57,98.21,7.91,63.60,0.00,0.04,0.00,0.00,0.00,0.00,0.00,59.39,0.01,0.00,0.00,0.00,0.56,0.01,0.00,0.00,0.00,0.01,0.00,6.00,7.87,1.98,-2.28,71.60,71.78,308.81,253.59,404.75,355.97,394.42,279.16,322.80,274.21,357.55,296.91,353.11,355.97,
80.080,0,0.02,0.02,0.02,5.54,0.02,2.00,5.97,24.82,0.00,88.07,98.74,-11.26,98.35,24.82,88.80,0.00,0.09,0.00,0.00,0.00,0.00,0.00,58.86,0.01,0.00,0.00,0.00,1.99,0.11,0.00,0.00,0.00,0.04,0.00,6.00,8.27,1.57,-6.74,71.67,73.44,310.46,253.22,406.08,354.22,398.89,282.67,326.40,270.93,359.04,296.32,349.52,354.22,
80.147,0,0.02,0.02,0.02,5.15,0.02,0.76,5.16,20.44,0.00,89.69,96.12,-5.25,98.26,20.44,88.98,0.00,0.16,0.01,0.00,0.00,0.00,0.00,44.30,0.01,0.00,0.00,0.00,4.98,0.53,0.00,0.00,0.00,0.04,0.00,6.00,9.98,1.82,-8.74,71.20,73.39,310.55,252.76,408.66,356.54,400.94,284.89,329.18,269.50,360.62,296.34,348.68,356.54,
80.215,0,0.02,0.02,0.02,7.45,0.02,0.87,8.23,26.41,0.00,83.54,97.28,-6.31,98.04,26.41,94.45,0.00,0.66,0.01,0.00,0.00,0.00,0.00,43.42,0.00,0.00,0.00,0.00,4.61,0.61,0.00,0.00,0.00,0.06,0.00,6.00,11.31,2.44,-9.38,72.22,74.15,309.85,253.26,408.52,357.70,401.24,286.12,328.87,269.94,360.60,296.63,347.44,357.70,
80.362,0,0.02,0.02,0.02,6.07,0.02,0.41,6.22,18.32,0.00,87.55,95.07,-1.88,98.71,18.32,94.22,0.00,1.62,0.00,0.00,0.00,0.00,0.00,35.93,0.00,0.00,0.00,0.00,5.53,0.74,0.00,0.00,0.00,0.03,0.00,6.00,5.57,0.29,-10.07,72.25,73.46,311.23,253.97,409.27,356.73,402.30,286.21,330.67,269.94,360.46,299.06,347.80,356.73,
80.600,0,0.02,0.02,0.02,4.46,0.02,0.19,4.42,15.26,0.00,91.08,82.51,0.00,98.37,15.26,89.74,0.00,0.44,0.00,0.00,0.00,0.00,0.00,22.90,0.00,0.00,0.00,0.00,4.23,0.77,0.00,0.02,0.00,0.01,0.00,6.00,8.68,1.50,-13.84,72.66,76.30,315.29,256.94,412.48,357.09,408.68,293.97,336.12,270.36,365.00,300.70,346.85,357.09,
80.669,0,0.03,0.02,0.02,3.67,0.02,0.32,3.53,13.94,0.00,92.66,88.85,0.00,97.47,13.94,86.32,0.00,0.13,0.00,0.00,0.00,0.00,0.00,32.85,0.00,0.00,0.00,0.00,2.59,0.25,0.00,0.00,0.00,0.02,0.00,6.00,11.03,3.75,-13.77,71.77,74.99,314.98,255.77,414.11,359.09,408.49,292.94,337.22,269.61,366.92,299.72,347.91,359.09,
80.739,0,0.02,0.02,0.02,4.31,0.02,0.67,4.34,17.74,0.00,91.32,95.58,-4.47,98.03,17.74,87.74,0.00,0.19,0.00,0.00,0.00,0.00,0.00,43.83,0.00,0.00,0.00,0.00,2.15,0.10,0.00,0.00,0.00,0.02,0.00,6.00,10.69,2.47,-12.19,72.38,74.88,313.80,256.17,413.17,360.24,406.84,292.13,335.03,270.91,365.06,300.17,348.58,360.24,
80.961,0,0.02,0.02,0.02,5.54,0.02,1.56,5.98,21.26,0.00,88.04,98.96,-10.18,98.68,21.26,91.89,0.00,0.67,0.00,0.00,0.00,0.00,0.00,58.08,0.00,0.00,0.00,0.00,1.66,0.07,0.00,0.00,0.00,0.02,0.00,6.00,10.21,0.43,-11.08,72.49,74.48,311.30,256.04,411.85,361.72,404.30,291.43,332.50,271.63,361.92,300.49,347.93,361.72,
81.097,0,0.03,0.02,0.02,3.67,0.02,1.87,3.61,15.45,0.00,92.66,98.91,-11.00,98.71,15.45,85.05,0.00,0.60,0.00,0.00,0.00,0.00,0.00,64.33,0.00,0.00,0.00,0.00,1.23,0.04,0.00,0.00,0.00,0.01,0.00,6.00,6.57,-0.30,-10.36,72.51,74.47,309.08,255.94,410.71,362.56,402.36,290.53,330.31,271.70,359.79,302.22,347.02,362.56,
81.168,0,0.03,0.03,0.02,3.17,0.02,3.34,3.02,14.85,0.00,93.33,99.35,-14.43,98.74,14.85,81.14,0.00,0.69,0.00,0.00,0.00,0.00,0.00,74.71,0.01,0.00,0.00,0.00,1.02,0.03,0.00,0.01,0.00,0.00,0.00,6.00,4.89,-0.20,-9.76,72.21,74.61,308.53,255.41,411.02,362.99,402.12,289.34,329.67,271.55,359.68,302.75,347.53,362.99,
81.243,0,0.03,0.03,0.02,3.50,0.02,2.94,3.40,18.68,0.00,92.99,98.86,-13.25,98.71,18.68,80.13,0.00,0.86,0.01,0.00,0.00,0.00,0.00,68.74,0.01,0.00,0.00,0.00,1.14,0.03,0.00,0.00,0.00,0.00,0.00,6.00,7.88,0.33,-9.04,72.38,74.86,307.94,255.37,411.48,364.55,401.89,289.50,329.00,272.42,359.89,302.06,348.24,364.55,
81.378,0,0.02,0.02,0.02,5.66,0.02,3.40,6.15,27.75,0.00,87.70,99.02,-14.22,98.36,27.75,85.29,0.00,1.52,0.01,0.00,0.00,0.00,0.00,65.50,0.01,0.00,0.00,0.00,1.22,0.04,0.00,0.00,0.00,0.00,0.00,6.00,9.07,-1.52,-9.12,72.07,73.46,307.51,254.84,412.01,365.49,401.20,289.24,329.71,272.34,358.88,301.29,348.37,365.49,
81.541,0,0.01,0.02,0.01,14.38,0.02,5.51,19.02,53.58,0.00,61.96,98.07,-16.21,98.60,54.33,88.65,0.00,2.20,0.01,0.00,0.00,0.00,0.00,53.58,0.00,0.00,0.00,0.00,1.43,0.05,0.00,0.00,0.00,0.01,0.00,6.00,8.79,-0.74,-8.79,72.22,74.55,306.98,254.57,412.01,365.53,401.34,289.26,328.80,272.07,359.04,301.46,348.34,365.53,
81.608,0,0.01,0.02,0.01,15.15,0.02,3.88,20.24,43.17,0.00,59.52,95.17,-13.47,98.36,57.99,87.25,0.00,1.74,0.01,0.00,0.00,0.00,0.00,43.17,0.00,0.00,0.00,0.00,1.66,0.11,0.00,0.01,0.00,0.01,0.00,6.00,9.18,-1.52,-8.33,72.08,73.86,307.01,254.28,412.42,366.06,401.05,288.42,328.96,272.37,358.79,301.11,349.13,366.06,
81.860,0,0.01,0.02,0.01,12.38,0.02,4.61,16.06,46.19,0.01,67.89,98.98,-15.89,98.18,46.19,92.29,0.00,1.71,0.03,0.00,0.01,0.00,0.00,57.99,0.14,0.00,0.00,0.00,1.27,0.11,0.00,0.00,0.00,0.01,0.00,6.00,9.48,-2.06,-8.72,72.84,73.93,305.22,254.55,411.41,367.32,399.91,288.96,327.77,272.78,357.10,301.54,347.27,367.32,
81.937,0,0.01,0.02,0.01,12.05,0.02,6.26,15.56,47.37,0.01,68.88,99.21,-17.74,98.32,47.37,90.85,0.00,1.10,0.03,0.00,0.01,0.00,0.00,62.63,0.08,0.00,0.00,0.00,1.37,0.08,0.00,0.01,0.00,0.01,0.00,6.00,9.77,-1.65,-9.24,72.91,74.34,304.17,254.41,411.12,367.87,399.65,289.59,327.31,272.45,356.69,301.64,345.98,367.87,
82.007,0,0.02,0.02,0.01,9.19,0.02,8.91,11.38,40.15,0.01,77.24,99.69,-20.54,98.20,40.15,89.60,0.00,0.96,0.03,0.00,0.01,0.00,0.00,75.45,0.27,0.00,0.00,0.00,0.65,0.04,0.00,0.01,0.00,0.01,0.00,6.00,10.84,-2.00,-9.09,73.25,73.98,303.49,254.70,410.13,368.16,398.60,289.54,326.48,273.07,355.65,301.30,345.35,368.16,
82.223,0,0.24,0.04,0.31,3.63,0.03,72.01,3.64,35.99,0.19,2.99,99.65,-70.24,98.36,35.99,64.19,0.00,1.22,4.05,0.00,0.19,0.53,0.03,99.47,93.82,0.00,0.01,99.00,0.19,0.01,0.00,0.01,0.01,0.33,0.00,6.00,11.13,-1.52,-8.88,72.36,74.56,304.92,255.41,409.14,366.33,399.14,289.26,326.25,273.59,356.12,300.89,345.70,366.33,
82.409,0,0.46,0.20,0.35,1.18,0.03,87.71,0.87,40.71,0.13,0.00,97.82,-72.51,98.77,40.71,24.02,0.00,1.70,4.29,0.00,0.13,0.15,1.68,99.92,99.97,0.00,0.96,98.28,0.09,0.01,0.00,0.00,0.08,6.13,0.00,6.00,10.78,-0.09,-8.14,72.26,73.38,304.99,255.66,408.61,365.70,397.80,289.26,326.07,273.74,356.69,301.17,346.53,365.70,
82.482,0,0.67,0.21,0.46,0.52,0.03,77.96,0.31,23.24,0.12,0.00,91.70,-69.53,98.71,23.24,17.36,0.00,1.07,1.83,0.00,0.12,0.08,0.31,99.99,99.94,0.00,1.29,98.55,0.02,0.01,0.03,0.00,0.23,5.09,0.00,6.00,9.70,-0.30,-7.92,72.01,74.06,306.00,255.58,408.83,364.70,398.76,288.52,326.21,273.61,357.17,301.17,347.27,364.70,
82.549,0,0.51,0.16,0.40,0.76,0.03,80.70,0.52,29.60,0.09,0.00,94.85,-70.07,98.58,29.60,22.95,0.00,1.20,0.58,0.00,0.09,0.03,0.00,100.00,99.85,0.00,0.75,94.06,0.02,0.01,0.26,0.00,0.60,3.83,0.00,6.00,10.42,-0.79,-7.38,72.19,74.64,306.14,255.38,409.05,364.51,398.97,288.51,325.83,273.61,357.03,300.69,347.98,364.51,
82.702,0,0.22,0.10,0.35,1.27,0.03,84.76,1.01,38.80,0.23,0.00,97.48,-63.94,98.64,38.80,30.66,0.00,0.47,1.11,0.00,0.23,0.04,0.00,100.00,99.57,0.00,0.32,58.92,0.01,0.01,0.21,0.01,0.56,1.78,0.00,6.00,9.11,-0.59,-7.48,71.90,73.11,305.54,254.99,409.51,365.50,398.16,287.62,326.43,273.48,357.09,301.28,347.99,365.50,
