time stamp,face id,anger,contempt,disgust,fear,joy,sadness,surprise,sentimentality,confusion,neutral,engagement,valence,attention,inner brow raise,brow raise,brow furrow,eye widen,cheek raise,lid tighten,nose wrinkle,upper lip raise,dimpler,lip corner depressor,chin raise,lip pucker,lip stretch,lip press,mouth open,jaw drop,lip suck,eye closure,smile,smirk,blink,blink rate,pitch,yaw,roll,brightness,interocular distance,topleft_x,topleft_y,bottomright_x,bottomright_y,outer_right_eye_X,outer_right_eye_Y,outer_left_eye_X,outer_left_eye_Y,nose_top_X,nose_top_Y,chin_top_X,chin_top_Y
54.837,0,0.09,0.02,0.00,0.80,99.98,1.87,2.78,14.28,14.28,0.00,99.98,73.54,98.40,93.18,0.54,0.01,0.86,100.00,97.63,1.15,0.00,0.00,14.28,6.08,0.00,99.92,1.91,35.25,0.09,0.00,0.00,99.96,50.02,0.00,0.00,-2.44,-1.41,-2.19,65.03,62.57,325.89,284.04,408.75,371.25,400.13,305.07,337.69,300.98,366.30,324.62,364.14,371.25,
54.976,0,0.14,0.02,0.00,1.48,99.98,0.95,3.10,3.35,0.76,0.00,99.98,78.15,98.35,95.38,1.18,0.01,0.75,100.00,96.03,1.43,0.00,0.00,0.76,3.35,0.00,99.91,0.40,62.35,0.07,0.00,0.00,100.00,50.00,0.00,0.00,-3.09,-1.55,-2.33,63.77,63.89,326.49,284.61,410.65,372.64,402.17,305.66,338.36,302.43,367.46,326.04,365.19,372.64,
55.042,0,0.19,0.02,0.00,2.31,99.98,0.90,3.31,0.90,0.03,0.00,99.98,78.91,98.76,96.25,2.24,0.01,0.46,100.00,94.35,0.99,0.00,0.00,0.03,0.90,0.00,99.89,0.35,81.84,0.06,0.00,0.00,100.00,49.99,0.00,0.00,-2.05,-0.10,-2.02,64.16,64.32,326.06,284.61,410.86,373.54,402.11,305.77,337.87,302.69,368.08,326.05,365.40,373.54,
55.256,0,0.24,0.02,0.00,2.88,99.98,0.90,3.64,0.51,0.02,0.00,99.98,78.76,98.65,96.99,3.71,0.01,0.62,100.00,96.43,1.15,0.00,0.00,0.02,0.51,0.00,99.85,0.39,89.42,0.05,0.00,0.01,100.00,49.99,0.00,0.00,-0.54,-0.52,-2.14,65.29,62.43,325.78,284.46,410.54,374.16,400.86,305.92,338.56,301.90,367.58,325.37,365.06,374.16,
55.321,0,0.27,0.02,0.00,2.85,99.98,0.90,3.35,0.39,0.01,0.00,99.98,79.12,98.69,96.39,2.28,0.01,0.58,100.00,97.72,0.74,0.00,0.00,0.01,0.39,0.00,99.85,0.24,92.07,0.05,0.00,0.00,100.00,49.99,0.00,0.00,-0.58,-0.41,-2.08,65.33,62.84,325.62,284.43,410.53,374.21,400.97,305.90,338.25,302.00,367.55,325.43,365.02,374.21,
55.473,0,0.26,0.02,0.00,3.10,99.98,0.92,3.62,0.54,0.01,0.00,99.98,79.03,98.74,97.16,3.39,0.01,0.66,100.00,96.50,0.41,0.00,0.00,0.01,0.42,0.00,99.84,0.54,92.74,0.04,0.00,0.00,100.00,49.99,0.00,0.00,-0.54,0.20,-1.90,65.21,62.87,325.71,284.73,410.30,374.18,400.82,306.06,338.07,302.29,367.78,325.58,365.13,374.18,
55.542,0,0.23,0.02,0.00,3.22,99.98,0.91,3.75,1.05,0.01,0.00,99.98,78.84,98.76,97.22,3.98,0.01,0.87,100.00,93.02,0.52,0.00,0.00,0.01,0.52,0.00,99.86,1.05,93.31,0.05,0.00,0.00,100.00,49.99,0.00,0.00,-0.99,-0.12,-1.42,65.20,63.62,326.47,284.59,410.31,373.02,401.37,305.64,337.85,302.16,367.97,325.21,365.94,373.02,
55.612,0,0.21,0.02,0.00,3.41,99.98,0.94,4.08,1.16,0.01,0.00,99.98,78.54,98.65,98.26,5.01,0.01,0.91,100.00,90.99,0.55,0.00,0.00,0.01,0.76,0.00,99.85,1.16,92.73,0.06,0.00,0.00,100.00,49.99,0.00,0.00,-1.56,-0.53,-1.48,64.79,63.35,327.08,284.08,410.86,372.34,401.84,305.23,338.60,301.46,368.35,324.85,366.47,372.34,
55.984,0,0.11,0.02,0.00,2.67,99.98,0.97,4.10,0.19,0.01,0.00,99.98,78.81,98.71,98.99,4.75,0.01,0.50,99.99,82.32,0.31,0.00,0.00,0.01,0.19,0.00,99.14,0.19,80.54,0.11,0.00,0.00,100.00,49.97,0.00,0.00,-1.50,-0.31,-1.59,65.06,62.96,327.17,284.17,410.85,372.41,401.73,305.25,338.88,301.50,368.51,324.87,366.42,372.41,
56.056,0,0.07,0.02,0.00,2.27,99.98,0.94,4.06,0.33,0.01,0.00,99.98,78.92,98.75,98.40,5.02,0.01,0.55,99.99,76.40,0.24,0.00,0.00,0.01,0.26,0.00,99.11,0.33,72.52,0.14,0.00,0.00,100.00,49.97,0.00,0.00,-1.00,-0.17,-1.93,65.22,62.55,327.29,284.23,410.89,372.50,401.76,305.33,339.32,301.55,368.68,324.73,366.19,372.50,
56.130,0,0.06,0.02,0.00,2.23,99.98,0.93,4.13,0.43,0.01,0.00,99.98,78.95,98.67,98.21,5.48,0.00,0.67,99.99,72.43,0.21,0.00,0.00,0.01,0.27,0.00,98.98,0.43,70.95,0.14,0.00,0.00,100.00,49.97,0.00,0.00,-0.48,0.47,-2.00,65.46,62.78,327.38,284.30,411.08,372.67,402.04,305.52,339.38,301.70,369.14,324.70,366.27,372.67,
56.337,0,0.06,0.02,0.00,2.00,99.98,0.92,4.04,0.21,0.01,0.00,99.98,79.08,98.45,97.90,5.17,0.00,0.76,99.99,72.03,0.22,0.00,0.00,0.01,0.18,0.00,98.20,0.21,66.80,0.11,0.00,0.00,100.00,49.96,0.00,0.00,-1.88,1.24,-1.95,64.92,63.41,328.15,284.34,412.02,372.71,403.19,305.60,339.91,301.50,370.38,325.28,367.16,372.71,
56.477,0,0.06,0.02,0.00,1.62,99.98,0.99,3.84,0.13,0.01,0.00,99.98,78.93,98.45,98.90,3.39,0.00,0.30,99.99,78.72,0.13,0.00,0.00,0.01,0.13,0.00,97.20,0.13,59.01,0.11,0.00,0.00,100.00,49.97,0.00,0.00,-3.44,1.23,-1.72,64.25,63.46,328.94,284.18,412.87,372.39,403.92,305.29,340.58,301.26,371.18,325.64,368.20,372.39,
56.548,0,0.05,0.02,0.00,1.44,99.98,0.99,3.85,0.15,0.01,0.00,99.98,78.88,98.46,99.04,3.44,0.00,0.23,99.98,77.50,0.18,0.00,0.00,0.01,0.13,0.00,96.83,0.15,53.05,0.09,0.00,0.01,100.00,49.97,0.00,0.00,-2.70,1.20,-2.05,64.61,63.63,329.04,284.22,412.97,372.51,404.27,305.58,340.79,301.21,371.29,325.45,367.97,372.51,
56.685,0,0.04,0.02,0.00,1.15,99.98,1.01,3.81,0.42,0.01,0.00,99.98,78.72,98.39,99.26,3.03,0.01,0.17,99.98,76.70,0.25,0.00,0.00,0.01,0.21,0.00,96.60,0.42,42.09,0.08,0.00,0.00,100.00,49.97,0.00,0.00,-0.93,1.43,-2.04,65.26,63.44,329.27,284.18,413.04,372.54,404.32,305.53,341.01,301.42,371.55,324.78,368.14,372.54,
56.753,0,0.03,0.02,0.00,1.14,99.98,1.01,3.83,0.27,0.02,0.00,99.98,78.75,98.68,99.27,3.11,0.01,0.19,99.98,72.13,0.24,0.00,0.00,0.02,0.27,0.00,97.08,0.24,41.50,0.08,0.00,0.01,100.00,49.97,0.00,0.00,-2.67,0.43,-1.76,64.71,63.51,329.66,284.11,413.70,372.49,404.75,305.45,341.38,301.22,371.56,325.37,368.92,372.49,
56.829,0,0.02,0.02,0.00,1.23,99.98,0.98,4.25,0.31,0.02,0.00,99.98,78.80,98.48,99.31,5.48,0.00,0.36,99.97,54.73,0.12,0.00,0.00,0.02,0.31,0.00,96.76,0.14,41.08,0.09,0.00,0.01,100.00,49.97,0.00,0.00,-1.98,1.13,-2.09,65.03,63.48,329.79,284.41,413.80,372.94,405.00,305.74,341.66,301.53,372.04,325.44,368.72,372.94,
56.969,0,0.01,0.02,0.00,1.29,99.98,0.92,5.16,0.31,0.04,0.00,99.98,78.76,98.51,99.51,10.05,0.00,0.48,99.92,35.49,0.04,0.00,0.00,0.04,0.28,0.00,95.45,0.31,35.91,0.09,0.00,0.01,100.00,49.98,0.00,0.00,-2.81,1.03,-2.26,64.74,63.03,329.69,284.41,413.79,373.00,404.79,305.74,341.91,301.33,371.94,325.75,368.53,373.00,
57.051,0,0.00,0.01,0.00,2.11,99.98,0.74,8.70,0.37,0.09,0.00,99.98,78.72,98.26,99.66,23.20,0.00,0.63,99.78,11.87,0.03,0.00,0.00,0.09,0.23,0.00,89.09,0.37,42.80,0.10,0.00,0.00,100.00,49.99,0.00,0.00,-3.53,1.83,-2.55,64.07,63.05,329.61,285.72,414.07,374.55,405.03,307.09,342.13,302.67,372.46,327.48,368.36,374.55,
57.260,0,0.00,0.01,0.00,3.10,99.98,0.66,11.57,0.26,0.11,0.00,99.98,78.72,98.71,99.77,30.91,0.00,0.40,99.61,3.91,0.03,0.00,0.00,0.11,0.20,0.00,76.90,0.26,58.11,0.11,0.00,0.00,100.00,49.98,0.00,0.00,-5.26,0.32,-2.00,63.51,63.72,329.93,286.08,414.39,374.73,405.45,307.20,341.87,302.96,371.99,328.36,369.15,374.73,
57.469,0,0.00,0.01,0.00,2.90,99.98,0.80,7.52,0.28,0.18,0.00,99.98,78.67,98.55,99.83,19.32,0.01,0.51,99.15,5.54,0.02,0.00,0.00,0.18,0.24,0.00,80.32,0.28,71.28,0.13,0.00,0.00,100.00,49.96,0.00,0.00,-5.79,-0.90,-2.12,63.14,62.22,329.73,286.74,413.98,375.35,404.44,307.57,342.35,303.47,371.09,329.06,368.78,375.35,
57.536,0,0.01,0.01,0.00,3.56,99.98,0.78,8.07,0.37,0.26,0.00,99.98,78.63,98.70,99.83,20.60,0.01,1.01,98.89,3.51,0.02,0.00,0.00,0.26,0.20,0.00,73.86,0.37,83.00,0.16,0.00,0.00,100.00,49.95,0.00,0.00,-5.72,-0.36,-2.18,63.32,63.14,328.83,286.41,413.66,375.50,404.33,307.43,341.32,303.36,370.74,329.01,368.08,375.50,
57.687,0,0.00,0.01,0.00,4.57,99.98,0.66,11.14,0.27,0.27,0.00,99.98,78.71,98.72,99.75,29.04,0.01,1.16,96.95,2.16,0.01,0.00,0.00,0.27,0.14,0.00,62.05,0.14,89.73,0.21,0.00,0.00,99.99,49.91,0.00,0.00,-6.30,-0.27,-2.19,63.41,63.40,328.11,286.42,413.57,376.09,404.05,307.80,340.82,303.18,370.38,329.52,367.64,376.09,
57.760,0,0.00,0.01,0.00,3.39,99.98,0.66,10.97,0.26,0.25,0.00,99.98,78.69,98.51,99.72,29.46,0.01,0.44,96.81,1.93,0.03,0.00,0.00,0.25,0.14,0.00,42.65,0.26,87.88,0.13,0.00,0.01,99.99,49.89,0.00,0.00,-3.98,-1.06,-2.34,64.12,63.27,327.54,287.13,412.92,377.01,403.45,308.80,340.35,304.06,369.38,329.44,366.88,377.01,
57.936,0,0.00,0.01,0.00,1.92,99.97,0.73,7.76,0.27,0.27,0.00,99.98,78.73,98.43,99.43,20.86,0.01,0.15,94.65,2.46,0.08,0.01,0.00,0.27,0.12,0.00,28.25,0.24,83.75,0.14,0.00,0.01,99.98,49.75,0.00,0.00,-4.34,-1.31,-1.77,64.60,64.28,326.70,287.61,412.33,377.44,402.99,309.37,338.88,304.74,368.50,330.14,366.68,377.44,
58.008,0,0.01,0.02,0.00,1.17,99.97,0.86,4.95,0.35,0.35,0.00,99.98,78.78,98.15,98.86,10.07,0.01,0.02,95.08,6.69,0.17,0.01,0.00,0.35,0.16,0.00,27.83,0.24,77.99,0.13,0.00,0.05,99.98,49.58,0.00,0.00,-2.48,-2.16,-2.24,64.79,63.08,326.21,287.85,411.94,378.19,402.14,309.91,339.26,304.92,367.68,329.81,365.82,378.19,
58.181,0,0.01,0.02,0.00,0.88,99.97,0.82,3.65,0.39,0.39,0.00,99.98,78.87,98.04,96.37,4.93,0.02,0.01,94.35,17.16,1.19,0.10,0.00,0.39,0.12,0.00,31.29,0.23,74.84,0.13,0.00,0.06,99.97,48.23,0.00,0.00,-2.42,-2.43,-2.58,64.98,63.09,325.36,287.94,410.90,378.19,401.37,309.96,338.48,304.91,366.61,329.78,364.53,378.19,
58.250,0,0.02,0.01,0.00,0.79,99.97,0.77,3.01,0.48,0.48,0.00,99.98,79.27,97.84,93.96,2.59,0.05,0.00,95.55,41.19,1.40,0.10,0.00,0.48,0.09,0.00,41.98,0.15,70.37,0.11,0.00,0.16,99.98,46.42,0.00,0.00,-2.13,-2.94,-2.60,65.05,63.48,324.47,287.80,410.11,378.19,400.76,309.76,337.47,304.94,365.50,329.59,363.64,378.19,
58.363,0,0.04,0.01,0.00,0.80,99.97,0.73,2.69,0.67,0.67,0.00,99.98,79.33,97.66,92.19,1.53,0.10,0.00,95.04,56.85,1.93,0.09,0.00,0.67,0.08,0.00,46.32,0.15,73.65,0.14,0.01,0.22,99.98,44.25,0.00,0.00,-0.82,-3.33,-2.51,65.07,62.84,324.12,287.67,410.02,378.60,400.18,309.64,337.50,305.07,365.10,329.15,363.53,378.60,
58.508,0,0.07,0.01,0.00,0.72,99.98,0.60,2.14,0.93,0.93,0.00,99.98,80.18,97.62,87.05,1.07,0.23,0.00,96.72,66.54,2.11,0.25,0.00,0.93,0.11,0.00,44.82,0.19,78.44,0.12,0.01,1.20,99.98,44.70,0.00,0.00,-0.21,-3.42,-2.73,65.14,62.93,324.14,287.81,409.75,378.42,400.19,309.95,337.45,305.16,364.93,328.96,363.19,378.42,
58.682,0,0.13,0.01,0.00,0.64,99.97,0.48,1.77,0.96,0.96,0.00,99.98,79.63,97.77,82.59,0.89,0.69,0.00,95.50,76.04,5.12,0.22,0.00,0.96,0.09,0.00,40.06,0.05,85.41,0.09,0.02,1.72,99.98,44.28,0.00,0.00,-0.69,-3.09,-2.50,65.61,63.49,323.35,288.06,408.81,378.36,399.52,310.05,336.20,305.43,364.21,329.29,362.53,378.36,
58.762,0,0.13,0.01,0.00,0.59,99.97,0.49,1.83,0.94,0.94,0.00,99.98,79.43,97.50,83.41,0.90,0.55,0.00,96.05,78.89,5.38,0.32,0.00,0.94,0.09,0.00,35.78,0.04,83.16,0.16,0.01,1.14,99.98,45.85,0.00,0.00,-2.67,-3.69,-1.41,65.65,63.95,323.45,288.91,408.35,378.25,399.07,310.28,335.25,306.39,363.66,330.52,363.38,378.25,
58.842,0,0.10,0.01,0.00,0.68,99.98,0.62,2.24,1.13,1.13,0.00,99.98,78.39,97.49,88.11,1.08,0.63,0.00,96.76,76.41,5.16,0.23,0.00,1.13,0.16,0.00,42.22,0.14,77.29,0.15,0.02,0.20,99.98,45.32,0.00,0.00,-3.51,-3.71,-2.51,65.23,63.21,323.58,288.62,408.30,377.87,399.23,310.24,336.21,305.45,363.77,330.39,362.38,377.87,
58.981,0,0.07,0.01,0.00,0.67,99.98,0.71,2.54,1.20,1.20,0.00,99.98,78.17,97.45,90.93,1.35,0.70,0.00,96.43,73.65,4.07,0.11,0.00,1.20,0.22,0.00,43.86,0.19,69.49,0.20,0.01,0.22,99.97,44.46,0.00,0.00,-3.76,-3.79,-2.52,65.25,63.13,323.55,288.58,408.31,377.86,399.18,310.17,336.24,305.38,363.72,330.44,362.36,377.86,
59.047,0,0.04,0.01,0.00,0.66,99.97,0.77,2.82,1.23,1.23,0.00,99.98,77.84,97.38,92.92,1.88,0.66,0.00,95.87,65.69,3.88,0.11,0.00,1.23,0.25,0.00,45.52,0.18,63.56,0.26,0.01,0.23,99.97,41.52,0.00,0.00,-2.75,-3.92,-2.46,65.53,63.02,323.49,288.57,408.28,377.98,399.06,310.27,336.22,305.48,363.62,330.11,362.37,377.98,
59.205,0,0.03,0.01,0.00,0.47,99.97,0.65,2.45,1.24,1.24,0.00,99.98,78.99,97.25,89.43,1.73,0.53,0.00,93.19,58.44,3.11,0.16,0.00,1.24,0.17,0.00,36.72,0.15,57.67,0.42,0.01,0.24,99.97,38.33,0.00,0.00,-3.19,-4.18,-2.58,65.35,62.58,323.29,288.56,408.15,378.07,398.73,310.17,336.32,305.43,363.34,330.28,362.11,378.07,
59.284,0,0.02,0.01,0.00,0.31,99.97,0.50,1.86,1.61,1.61,0.00,99.98,80.21,97.04,83.05,1.37,0.54,0.00,93.56,49.27,3.12,0.13,0.00,1.61,0.16,0.00,34.90,0.17,49.46,0.41,0.01,0.25,99.97,38.67,0.00,0.00,-3.15,-4.55,-2.67,65.22,62.33,323.22,288.44,408.20,378.10,398.63,310.07,336.48,305.34,363.16,330.19,362.02,378.10,
59.364,0,0.02,0.01,0.00,0.26,99.97,0.43,1.60,1.61,1.61,0.00,99.98,81.26,97.05,79.42,1.24,0.44,0.00,94.30,48.40,2.58,0.09,0.00,1.61,0.18,0.00,32.40,0.19,47.24,0.55,0.00,0.20,99.97,39.43,0.00,0.00,-2.83,-4.53,-2.57,65.30,62.40,323.33,288.47,408.18,378.03,398.67,310.08,336.44,305.39,363.20,330.06,362.16,378.03,
59.501,0,0.01,0.01,0.00,0.29,99.96,0.52,2.00,1.69,1.69,0.00,99.98,80.60,97.01,84.43,1.56,0.35,0.00,89.59,39.80,1.71,0.09,0.00,1.69,0.18,0.00,31.93,0.14,44.02,0.61,0.00,0.12,99.96,41.17,0.00,0.00,-2.98,-4.60,-2.43,65.26,62.24,323.26,288.33,408.25,378.10,398.52,309.87,336.45,305.30,363.17,330.05,362.31,378.10,
59.572,0,0.01,0.01,0.00,0.30,99.96,0.68,2.71,1.89,1.89,0.00,99.98,79.17,97.05,90.88,2.43,0.31,0.00,87.06,39.21,1.78,0.13,0.00,1.89,0.20,0.00,19.58,0.08,42.69,0.75,0.00,0.21,99.93,40.21,0.00,0.00,-2.83,-4.53,-2.01,65.35,61.95,323.23,288.26,408.34,378.11,398.19,309.79,336.41,305.36,363.23,329.99,362.76,378.11,
59.650,0,0.01,0.00,0.00,0.29,99.95,0.66,2.90,1.94,1.94,0.00,99.98,78.56,96.92,91.79,2.97,0.30,0.00,83.48,39.90,2.77,0.38,0.00,1.94,0.19,0.00,9.66,0.03,45.94,0.96,0.00,0.32,99.90,34.25,0.00,0.00,-2.75,-4.76,-1.82,65.51,61.80,323.23,288.10,408.47,378.08,398.10,309.65,336.45,305.28,363.18,329.87,362.99,378.08,
59.782,0,0.02,0.00,0.00,0.27,99.94,0.60,2.80,2.20,2.20,0.00,99.98,78.27,97.05,90.28,3.48,0.24,0.00,81.82,46.94,4.08,0.74,0.00,2.20,0.20,0.00,4.61,0.03,48.39,1.12,0.00,0.27,99.85,26.28,0.00,0.00,-2.64,-4.54,-1.62,65.71,61.80,323.17,288.08,408.49,378.16,397.99,309.54,336.32,305.40,363.26,329.86,363.18,378.16,
59.858,0,0.02,0.00,0.00,0.26,99.93,0.53,2.53,2.44,2.44,0.00,99.98,78.80,97.14,87.50,3.50,0.24,0.00,79.13,48.95,4.02,0.75,0.00,2.44,0.22,0.00,2.95,0.03,50.67,1.37,0.00,0.41,99.73,17.88,0.00,0.00,-2.66,-4.38,-1.63,65.84,61.97,323.29,288.18,408.37,377.98,398.08,309.57,336.25,305.47,363.34,329.85,363.17,377.98,
59.998,0,0.02,0.00,0.00,0.28,99.91,0.51,2.68,2.70,2.70,0.00,99.98,79.04,97.10,87.74,4.49,0.20,0.00,74.04,45.38,3.20,0.63,0.00,2.70,0.20,0.00,1.78,0.03,53.11,1.56,0.00,0.41,99.50,15.08,0.00,0.00,-2.19,-4.45,-1.39,66.07,61.85,323.17,288.11,408.41,378.15,397.87,309.45,336.14,305.59,363.25,329.71,363.35,378.15,
60.159,0,0.05,0.00,0.00,0.26,99.84,0.36,1.92,3.04,3.04,0.00,99.98,80.50,97.04,80.39,3.50,0.17,0.00,65.88,64.16,3.29,0.89,0.00,3.04,0.07,0.00,0.67,0.00,63.56,1.68,0.00,19.02,98.79,0.00,0.00,0.00,-1.51,-4.56,-1.32,66.45,62.00,322.84,288.22,408.24,378.42,397.66,309.80,335.79,305.77,362.94,329.68,363.17,378.42,
60.231,0,0.05,0.00,0.00,0.21,99.83,0.27,1.44,3.43,3.43,0.00,99.98,80.94,97.41,73.83,3.03,0.20,0.00,65.33,60.61,5.22,1.16,0.00,3.43,0.06,0.00,0.78,0.01,64.42,1.64,0.00,17.63,98.53,0.00,0.00,0.00,-1.45,-3.87,-0.81,66.70,61.79,322.90,288.67,407.94,378.53,397.20,309.78,335.50,306.49,363.14,329.97,363.55,378.53,
60.298,0,0.06,0.00,0.00,0.14,99.82,0.16,0.84,3.32,3.32,0.00,99.97,83.47,97.53,61.76,2.24,0.24,0.00,64.81,60.99,5.30,0.95,0.00,3.32,0.04,0.00,0.79,0.01,63.98,1.42,0.00,18.50,98.10,0.00,0.00,0.00,-1.56,-3.62,-1.61,66.91,62.54,322.41,288.48,407.04,377.82,397.26,309.91,334.85,305.86,362.58,329.60,362.08,377.82,
60.541,0,0.02,0.00,0.00,0.24,99.55,0.27,1.40,3.42,3.42,0.00,99.97,82.69,96.57,74.15,2.09,0.29,0.00,51.13,34.63,0.81,0.42,0.00,3.42,0.04,0.01,0.65,0.03,66.77,1.59,0.00,12.05,97.11,0.00,0.00,0.00,-0.20,-5.31,-1.70,67.72,61.73,321.27,288.54,406.26,378.49,395.93,310.31,334.35,305.98,360.82,329.36,361.02,378.49,
60.608,0,0.01,0.00,0.00,0.37,99.38,0.42,2.18,3.60,3.60,0.00,99.97,80.48,95.15,84.31,2.48,0.27,0.00,46.46,20.24,0.84,0.58,0.00,3.60,0.02,0.01,0.27,0.01,69.46,1.96,0.00,14.24,96.55,0.00,0.00,0.00,-0.92,-7.12,-1.98,67.46,61.26,320.36,288.55,405.50,378.72,394.99,310.31,333.89,305.83,359.13,329.63,359.90,378.72,
60.744,0,0.01,0.00,0.00,0.41,97.83,0.39,2.52,3.33,3.33,0.00,99.95,80.35,94.81,85.94,3.38,0.29,0.00,28.29,16.45,0.53,0.97,0.00,3.33,0.02,0.01,0.19,0.01,66.79,2.93,0.00,22.47,94.39,0.00,0.00,0.00,0.26,-7.47,-2.26,68.28,61.48,319.04,288.63,404.13,378.86,393.89,310.66,332.59,305.89,357.61,329.28,358.27,378.86,
60.970,0,0.01,0.00,0.00,0.66,88.32,0.50,4.48,3.43,3.43,0.00,99.87,70.11,94.99,92.92,10.61,0.39,0.00,9.64,5.96,0.28,0.25,0.00,3.43,0.02,0.01,0.14,0.01,56.48,3.04,0.00,30.60,87.85,0.00,0.00,0.00,-0.43,-7.29,-2.27,68.35,61.25,318.36,288.42,403.59,378.65,393.15,310.63,332.11,305.51,357.11,329.35,357.67,378.65,
61.132,0,0.63,0.01,13.44,2.56,5.98,0.93,3.91,1.40,12.60,73.13,99.87,1.38,95.67,88.35,12.67,1.40,0.00,25.49,61.67,54.08,70.81,0.00,1.00,0.05,12.60,0.01,0.00,87.93,2.13,0.02,76.76,37.02,0.00,0.00,0.00,4.94,-6.53,-5.01,68.37,60.33,316.78,288.03,402.43,379.43,392.46,311.84,332.54,304.80,356.29,327.33,353.82,379.43,
61.199,0,3.07,0.02,40.05,3.92,1.97,1.31,3.63,1.94,86.86,34.95,99.92,0.00,95.24,86.86,12.53,1.94,0.00,30.11,86.77,60.05,79.85,0.00,1.22,0.12,92.80,0.01,0.01,95.72,1.92,0.05,61.06,24.36,0.00,0.00,0.00,1.99,-7.02,-5.87,67.72,59.55,315.70,287.58,402.78,380.05,392.08,311.36,332.93,304.55,355.76,328.53,352.71,380.05,
61.276,0,8.79,0.08,67.31,6.51,0.61,2.16,3.54,4.22,85.66,7.69,99.93,-8.46,95.00,85.66,13.72,4.22,0.00,37.13,98.70,63.72,86.58,0.00,1.08,0.35,99.99,0.00,0.07,98.81,1.27,0.25,42.96,10.11,1.39,0.00,0.00,2.94,-7.28,-6.47,67.61,59.95,314.52,287.04,402.43,380.30,391.81,311.39,332.29,304.27,354.88,328.05,351.33,380.30,
61.419,0,6.00,0.73,34.26,7.46,1.48,2.75,4.37,3.54,90.60,40.74,99.96,0.00,95.23,90.60,14.11,3.54,0.00,46.43,97.85,58.11,68.24,0.00,0.76,0.64,100.00,0.02,1.30,99.05,1.22,0.44,40.40,13.45,24.61,0.00,0.00,6.03,-7.03,-6.72,67.56,59.36,313.63,286.52,402.53,381.20,391.22,311.22,332.25,304.49,354.65,326.97,350.78,381.20,
61.599,0,6.55,46.62,76.79,4.94,1.48,2.41,3.30,3.80,89.49,0.00,99.96,-6.79,94.83,89.49,7.97,3.80,0.00,50.33,95.23,75.21,85.93,26.44,0.43,0.61,100.00,0.07,1.03,99.79,1.49,1.63,37.83,11.49,66.64,0.00,0.00,8.22,-7.45,-6.52,67.70,60.41,313.48,286.04,403.22,381.61,392.03,311.04,331.93,304.85,354.64,326.16,351.09,381.61,
61.666,0,5.59,8.94,82.76,3.74,2.03,1.91,3.18,2.75,90.52,0.00,99.96,-5.13,94.91,90.52,6.18,2.75,0.00,47.57,96.16,80.90,91.01,4.82,0.42,0.44,100.00,0.03,0.15,99.80,1.32,1.10,41.62,15.78,48.93,0.00,0.00,6.82,-7.37,-5.47,68.01,60.03,314.01,286.57,403.67,382.27,391.84,310.84,332.07,305.33,355.14,327.13,352.60,382.27,
61.736,0,6.41,0.37,58.29,4.14,0.41,1.62,2.46,1.19,85.50,16.71,99.94,-8.78,95.98,85.50,4.97,1.19,0.00,23.44,93.62,63.89,80.33,0.00,0.30,0.32,100.00,0.01,0.02,99.71,1.20,0.79,48.14,13.57,16.73,0.00,0.00,7.73,-6.13,-5.10,68.62,60.07,314.42,286.69,403.71,382.17,391.91,310.81,332.08,305.56,355.95,326.83,353.21,382.17,
61.805,0,6.42,0.28,1.86,8.45,0.09,2.85,2.27,0.67,84.20,83.10,99.93,-2.61,95.61,84.20,4.68,0.67,0.00,6.55,90.94,23.35,31.46,0.00,0.25,0.34,100.00,0.01,0.02,99.54,0.86,0.59,44.84,8.96,10.82,0.00,0.00,8.45,-6.60,-4.74,68.55,61.40,315.13,286.30,404.44,381.64,393.21,310.47,332.02,305.50,356.35,326.21,354.13,381.64,
61.948,0,3.71,0.15,0.60,9.66,0.06,3.39,2.03,0.57,82.61,80.69,99.92,-4.82,95.51,82.61,3.62,0.57,0.00,6.25,76.04,17.79,10.88,0.00,0.27,0.23,100.00,0.01,0.01,99.45,0.66,0.37,54.41,4.55,1.28,0.00,0.00,9.04,-6.71,-4.05,68.35,61.38,315.78,286.30,404.92,381.73,393.45,310.21,332.25,305.62,356.83,325.93,355.35,381.73,
62.014,0,3.16,0.15,0.29,11.73,0.05,4.51,2.15,0.61,85.44,76.53,99.94,-3.77,95.86,85.44,2.33,0.61,0.01,4.58,70.27,9.85,4.66,0.00,0.25,0.14,99.99,0.01,0.00,99.40,0.57,0.34,53.75,3.52,0.77,0.00,0.00,8.52,-6.29,-3.77,68.36,61.76,316.27,286.61,404.86,381.48,393.72,310.41,332.16,305.56,357.23,326.16,355.82,381.48,
62.181,0,3.56,0.20,0.35,13.65,0.04,5.77,2.39,0.58,88.86,72.70,99.95,-6.77,96.62,88.86,1.71,0.58,0.01,5.63,71.27,9.66,8.24,0.00,0.31,0.08,99.94,0.00,0.00,99.20,0.39,0.41,59.61,1.07,1.50,0.00,0.00,8.30,-5.23,-3.06,68.27,63.09,317.10,286.57,404.89,380.37,394.53,310.00,331.59,305.60,358.08,325.91,356.87,380.37,
